,Like count,Retweet count,Source,User location,date,tweet,tweet_id
49,2.0,2.0,Twitter Web App,"Chicago, IL",2019-11-01 20:40:50,"#TESLA : $TSLA Weekend Wrap-Up Nov-1 #StockMarket Technical Analysis Chart

Watch -&gt; https://t.co/VFxnrPP9Br

#trading #tradingstrategy #stocks #investing #money https://t.co/Ei9Z1qwwIR",1.1903681198874747e+18
,Like count,Retweet count,Source,User location,date,tweet,tweet_id
0,2.0,1.0,Twitter for Android,"Toronto, Ontario",2019-11-01 19:53:10,"@marc_benton A whopping ~10,000 CAD in 🇨🇦 for FSD. Now that is a cash cow - profitability for #Tesla is no brainer.",1.1903561237417574e+18
1,7.0,0.0,UFO Insight,,2019-11-01 20:07:32,Could Nikola #Tesla Have Given The World “Free” Energy? – The #Conspiracy Discussed https://t.co/TcMk6jBIvg #freeenergy,1.1903597416268145e+18
2,0.0,0.0,Twitter for Android,Germany,2019-11-01 19:55:01,@Negativecarbon @gwestr Maybe if they can keep up with #Tesla's pace. If they still try their luck with compliance cars there's gonna be a huge quantity of angry people if their #FSD won't work with all its features just because regulators are obstructing it.,1.1903565907313746e+18
3,0.0,0.0,Twitter Web App,,2019-11-01 20:20:09,"Why Didn't The #Tesla Model 3 NYC Taxicab Get An Alt. Fuel Medallion?
https://t.co/EGZaEArm3d",1.1903629138166252e+18
4,0.0,0.0,Twitter Web App,USA,2019-11-01 20:06:26,💥Read the rest of the story. #TheRestOfTheStory #Tesla #TeslaTruth Tesla Owners: read and RT https://t.co/6AvftAHQgJ,1.1903594617031762e+18
5,0.0,0.0,Twitter for Android,"Perth, Western Australia",2019-11-01 19:48:09,"Tesla is like the very first touchscreen phones, everyone wants one..... Why press buttons? #Tesla",1.1903548625186324e+18
6,10.0,2.0,WordPress.com,Canada,2019-11-01 19:25:17,Stats iOS App for #Tesla [REVIEW] @StatsTeslaApp @tesla_raj #TSLA https://t.co/bwiG5e75K3 https://t.co/BykfpzGUBn,1.1903491069772063e+18
7,0.0,0.0,Twitter for Android,World,2019-11-01 20:01:18,"Be encouraged, Elon!
#Tesla
#ElonMusk

https://t.co/nClvdSeAUv",1.1903581715310019e+18
8,0.0,0.0,LinkedIn,"Toulon, France",2019-11-01 19:49:08,A Deep Dive Into The Solar-Powered Tesla #tesla #solarpowered #solarhouse #electriccar https://t.co/wuSyVQ9Ksa,1.1903551090683863e+18
9,3.0,0.0,Twitter for Android,"Columbus, OH, USA",2019-11-01 19:15:22,"Full Self-Driving now up to $7000, as promised. I wouldn't doubt this hits $10k sometime in 2020. #Tesla $TSLA https://t.co/ag2t70MYY9",1.1903466104688845e+18
10,4.0,0.0,Twitter for Android,Polar circle. ,2019-11-01 19:09:25,"Oh my lovely EV has turned into an ICE car   😮 😁
@BLKMDL3 @28delayslater @teslabros #Tesla #P85D #EV #ICE https://t.co/8PEDbYy3Py",1.1903451130059694e+18
11,0.0,0.0,Twitter Web App,"Golden Valley, MN",2019-11-01 19:57:31,Twin Cities Physicians Director of Operations talks about his legacy of giving back to the elderly population...by giving them car rides in a Tesla! #ShareYourLegacy #Tesla  https://t.co/bd86eYox1N,1.1903572198351053e+18
12,0.0,0.0,Twitter Web App,,2019-11-01 20:21:48,"#Tesla Car Safety Increased In Q3 2019 To Record Level
https://t.co/KoTiHqWSG6",1.1903633299838484e+18
13,15.0,3.0,Twitter for iPhone,Honolulu Hawaii USA,2019-11-01 19:32:24,アロハ！アート界の巨匠をテスラでご案内させて頂きました！わーいヒャホーー😃🤙✨✨🌺🏝🌼🐠🍀㊗️🎊✨✨#hawaii #tesla #photography https://t.co/k1IqRxyhNC,1.1903508984650998e+18
14,1.0,0.0,Twitter Web App,"Raleigh, NC",2019-11-01 20:23:11,"Check out my 60-Day follow-up Tesla 3- AC Smell video. Fix it yourself, don't pay Tesla Service to do it. #Tesla #teslamodel3 #TeslaServiceIssues #TeslaAcSmell

https://t.co/RwNOcCZI0O",1.1903636803298836e+18
15,2.0,0.0,Twitter for iPhone,"Aschaffenburg, Bavaria",2019-11-01 19:08:50,@Elektroflitzer @Model3GER @teslamag @YogicCEO Etwas Wettbewerb braucht die Branche - auch Tesla. War ja langweilig bisher. Das aktuellste Modell eines jeden Herstellers wird immer das beste sein. Lasst uns mal in die Zukunft schauen. Da kommt noch so viel schönes von #Tesla. Übrigens: https://t.co/xyn4HnutLr,1.1903449661717012e+18
16,1.0,0.0,Twitter Web App,USA,2019-11-01 19:58:43,"@elonmusk ❣️Take. Care. Of. You. Do the things that 'fill your cup', renew and refresh your spirit.  You care. You think. You execute. Not everyone gets that.  #ProudTeslaDriver #TeslaStockInvestor #ElonMusk #tesla",1.190357523225858e+18
17,8.0,0.0,Twitter for iPhone,,2019-11-01 19:52:35,"Mais um passo em direção à #FSD:

Teslas reconhecerão cones de trânsito em versão novo do software.

Veja vídeo.

#CarroAutônomo #Tesla #Tsla https://t.co/H9weaZ1TG6",1.1903559769787146e+18
18,0.0,0.0,Twitter Web App,World,2019-11-01 19:32:20,"What simulation are we living at??
#Tesla
#MatrixRev4 https://t.co/oDdu40iVDW",1.190350882967298e+18
19,3.0,0.0,Hootsuite Inc.,"Deerfield Beach, FL",2019-11-01 19:26:48,EVANNEX has designed a 3D Illusion LED Lamp for Tesla Owners. One of two artistic renderings are available: a 3D illusion Tesla “T” or a 3D representation of Model 3.  Check it out: https://t.co/Ehj2cgROgN #Tesla #TeslaModel3 #ElectricVehicle #TeslaOwner,1.1903494885709783e+18
20,0.0,0.0,ContentStudio.io,"London, England",2019-11-01 20:06:22,That's the integrated with -- the solar panels integrated with the roof. #tesla #elonmusk https://t.co/oLhQTL5mFB,1.1903594453704827e+18
21,0.0,0.0,Twitter for Android,,2019-11-01 19:47:30,@elonmusk is it just me or is Tesla one of the only companies making good looking electric cars? The future doesn't have to look ugly people! #Tesla #ElectricVehicles https://t.co/0ByKDp4zPY,1.1903546999937147e+18
22,0.0,0.0,Twitter for Android,"Toronto, Ontario",2019-11-01 19:46:20,@AndrewScheer #Tesla,1.1903544041233162e+18
23,8.0,2.0,Twitter for Android,World,2019-11-01 19:14:34,"""Tesla somehow managed to increase margins significantly, even as automotive and total revenue decreased. It's one of many mini-miracles the company has pulled off since Tesla, in 2003, became the first new U.S. automaker since 1956.""
#Tesla
$TSLA

https://t.co/FHt3YVdc7U",1.1903464095785083e+18
24,0.0,0.0,Twitter Web App,,2019-11-01 19:51:54,"Tesla Model 3 price increases with $1,000 in the US and €1,000 in the EU #Tesla #Model3 https://t.co/CrHUN30ih4",1.1903558047608136e+18
25,0.0,0.0,Twitter Web App,,2019-11-01 20:04:26,"#Tesla Roadster Gets The A-Team Treatment In Retro Face Car Renders
https://t.co/PO7qpmuPYc",1.1903589592171684e+18
26,1.0,0.0,Twitter Web Client,srbistan,2019-11-01 19:45:32,"#FlatEarth : Subirats , #Tesla And Some Gematrix https://t.co/MWkIFzYDjE",1.1903542025408594e+18
27,0.0,0.0,Twitter Web App,,2019-11-01 20:16:56,"#Tesla Pickup Truck Expected To Crash Internet, Be Huge Money-Maker
https://t.co/tx5uq4qVVW",1.1903621042950226e+18
28,1.0,0.0,Twitter for iPhone,"Amsterdam, Netherlands",2019-11-01 19:42:30,@elonmusk are all #tesla affected by improvement? Or 201X+ or something? https://t.co/V7Dpks6pvI,1.190353440179921e+18
29,1.0,0.0,Twitter for Android,"Toronto, Ontario",2019-11-01 19:56:29,"@ChrisDungeon @Tesla Likely the latter, many people finance cars and if you break it, it does not even go up that much. Smart move by #Tesla",1.1903569576239677e+18
30,0.0,0.0,Facebook,Lille,2019-11-01 20:17:08,"Be like Elon, still 8,2M to go #Tesla #SpaceX https://t.co/KSOd9gSppk",1.1903621568538747e+18
31,1.0,0.0,Twitter for Android,Polar circle. ,2019-11-01 19:49:44,"Soon 180.000 kilometers and still look and feel like new  💪
#Tesla #ModelS #P85D https://t.co/22B5C3CAGh",1.1903552584820777e+18
32,3.0,1.0,Tweetbot for Mac,West Suburb of MPLS,2019-11-01 20:19:53,"No HotWheels Teslas here but there are 6 boxes that I’m sure must have Teslas. 
#tesla #model3 https://t.co/uhikfiZWY8",1.190362847924097e+18
33,19.0,0.0,IFTTT,,2019-11-01 20:18:13,"#tesla #supercharger in South Sacramento, USA has a permit application https://t.co/QCd6oKT1Bl",1.1903624285230572e+18
34,8.0,0.0,Twitter Web App,"İstanbul, Türkiye",2019-11-01 19:58:14,"$TSLA #TESLA $TESLA 

🎃Hay un patrón de cangrejo en el dibujo de $TSLA 
También es importante porque hay una gran brecha en el dibujo. Probablemente el precio bajará y cerrará la brecha  
@crypto_gonzales  Hasta la vista 😇 https://t.co/wnQiWNhwlB",1.1903573996742492e+18
35,1.0,1.0,Twitter Web Client,"Berlin, Deutschland",2019-11-01 19:53:46,"#Hyundai's #Hydrogen #SemiTruck Concept Could Give #Tesla a Run for Its Money 

https://t.co/3p49140KHt",1.190356274636116e+18
36,0.0,0.0,Hootsuite Inc.,,2019-11-01 19:15:19,"#FBF to a lovely daytime date for Ruth and Richard who enjoyed their #WineTasting experiences at Mumm Napa, ZD Wines, Luna Vineyards, and Darioush Winery! Let us plan a romantic #NapaValley escape for you, too! (707) 724-0247 #Tesla #TeslaTours https://t.co/BSxRio6vLo",1.190346597953147e+18
37,0.0,0.0,Facebook,"El Paso,Texas,USA.",2019-11-01 19:13:33,#Tesla #LetsgoHome https://t.co/hQ4HkKJK5s,1.1903461536169574e+18
38,0.0,0.0,Twitter Web App,,2019-11-01 19:58:02,"Why Is There So Much #Tesla Hate? Keying, Vandalism, Abuse, FUD
https://t.co/70sBiydXKM",1.1903573504918528e+18
39,7.0,2.0,Twitter for iPhone,"New Jersey, USA",2019-11-01 20:11:54,"@Tesla increasing cost, range, and performance on new versions of your #Tesla #Model3 increases the value of your used version in the marketplace. https://t.co/KiXreJN2UW",1.190360840744112e+18
40,0.0,0.0,Twitter for iPad,"Oak Park, IL",2019-11-01 19:12:36,Former #GM boss #BobLutz slams #Tesla for ‘terminally ugly’ car https://t.co/M9Xltb3ITL,1.1903459162319462e+18
41,0.0,0.0,Twitter Web App,,2019-11-01 20:19:16,"What Does The #Tesla Model 3 Have In Common With A Cheap #Toyota Etios?
https://t.co/usn14IpCyf",1.1903626930243092e+18
42,0.0,0.0,Twitter Web App,,2019-11-01 20:22:46,"#Tesla Model Zero And The Tesla Pickup Truck: What's The Connection?
https://t.co/R8xbEgjMuR",1.190363575191253e+18
43,0.0,0.0,Twitter Web App,,2019-11-01 20:00:04,"#Tesla  Model S Plaid Spied Testing Aggressive Body At The Nurburgring
https://t.co/iwzS9lOK3E",1.1903578629225103e+18
44,1.0,0.0,Twitter Web App,San Juan,2019-11-01 20:18:49,Federal safety agency launches probe of #Tesla battery fires 🚗🔥 https://t.co/bdJDcOss2n,1.1903625811076956e+18
45,1.0,0.0,Twitter for iPhone,"Alpharetta, GA",2019-11-01 19:37:54,.@BBC_TopGear why not just have reps from both @Tesla and @Porsche present and run the races again. A live stream of the event would be greatly appreciated. @elonmusk #Tesla #Porsche #PorscheTaycan #S3XY #TopGear,1.1903522837726085e+18
46,39.0,14.0,Twitter Web App,"San Diego, CA",2019-11-01 19:41:03,We can't wait until pro skateboarder and #XYO data analyst Rebekka Strand pulls up to the office in her brand new #TESLA. She won the #WCC2019 Mine grand prize from sponsor @TechDunamis! Check out video of her big win on her Instagram: https://t.co/5K00XuXH5r https://t.co/ukmZfkguEG,1.1903530770788803e+18
47,1.0,0.0,Twitter for Android,"Harrogate, England",2019-11-01 19:30:58,"Is Tesla on track for back to back Profit 
https://t.co/by4ehqIFFd

#YORKSHIREIS #Harrogate #Starbeck #Knaresborough #Ripon #Masham #Boroughbridge #Pateleybridge #Summerbridge #Otley #NorthYorkshire #York #Whitby #Scarborough #ev #news #Thirsk @BBCClick #Tesla",1.1903505379606364e+18
48,0.0,0.0,Twitter for iPhone,Germany,2019-11-01 19:07:27,"Tesla-Vermietung in #Erlangen . Unkompliziert, Einfach, Modern.#tesla  https://t.co/g3V9Ubz1J4",1.1903446204645745e+18
49,53.0,11.0,Twitter Web App,The World,2019-11-01 19:25:47,Tesla Contacts Roadster Owners About Trade-In Program #Tesla #Roadster #TeslaRoadster https://t.co/kjDjEmbPFf,1.1903492328986378e+18
,Like count,Retweet count,Source,User location,date,tweet,tweet_id
0,3.0,0.0,Twitter for iPhone,"Sacramento, CA",2019-11-01 18:43:25,Winter has arrived ❄️ #Tesla https://t.co/4blqIU5yoL,1.1903385734483067e+18
1,0.0,0.0,Twitter Web Client,"Madison, Illinois",2019-11-01 19:01:57,Check out 17-19 Tesla Model 3 Rear Driver Left Side Fender Liner Splash Shield 108158300B #Tesla https://t.co/RdaI1KuMSS via @eBay,1.1903432360800788e+18
2,0.0,1.0,LinkedIn,milano,2019-11-01 18:57:08,"Ma Elon Musk l’ha visto?
 #innovazione #Tesla #inquietante https://t.co/z9cpEiBYbH",1.1903420232928256e+18
3,0.0,0.0,Twitter Web Client,"Madison, Illinois",2019-11-01 19:02:31,Check out 17-19 Tesla Model 3 Front Battery 12V 1129182-00-B OEM #Tesla https://t.co/fXHxQCWmbW via @eBay,1.1903433795630326e+18
4,0.0,0.0,Instagram,"Glasgow, Scotland",2019-11-01 17:55:28,Today's daily pic from hawaii is a car sorry lol - it's not just any car tho it's a Tesla - they have loads over here and maybe one day I shall pic you up in one for some Karaoke #dreamcar #tesla #karaokemarkglasgow… https://t.co/C4OpRBUwR5,1.1903265047495352e+18
5,0.0,0.0,Twitter for Android,Germany,2019-11-01 18:23:09,@gwestr @Negativecarbon They will need one when they learn that #FSD is feature complete and a whole crowd runs amok if approval is too late. The problem is that not so many people are expecting #Tesla to be ready by the end of 2019. But I'm very confident that #FSD will be feature complete by then.,1.1903334707421307e+18
6,0.0,0.0,Twitter for Android,"West Midlands, England",2019-11-01 18:11:34,"European EV sales figures are out....

#ev #ElectricVehicles #electriccar #tesla #rivian #renault #nissan #bmw #vw #audi #etron #leaf #Zoe #egolf #pluginpower https://t.co/SxeFYyOCRq",1.1903305553233633e+18
7,6.0,2.0,TweetDeck,"Asheville, NC",2019-11-01 18:59:54,"Maybe the general shape of the #Tesla #Cybertruck was right in front of us? 
#TeslaPickup #TeslaTruck #PersonnelCarrier #BoringTruck
@InsideEVs @Teslarati https://t.co/G4FHD6G1LV",1.1903427203525878e+18
8,61.0,6.0,Twitter for Advertisers (legacy),"Beverly Hills, CA",2019-11-01 18:00:00,"This week I chauffeur ""everyone's favorite English guitar player"" around town....there's no one in the world quite like #peterwhite! - Season 2 of #drivingwithdave - Watch Now! https://t.co/AOZVCpitp9 #davekozcruise #tesla https://t.co/T2CnkyvpVR",1.1903276456382095e+18
9,19.0,4.0,Twitter for iPhone,"Ontario, Canada",2019-11-01 18:10:41,#Model3 LR gets a range increase and a $500 price increase on the #Tesla website https://t.co/e13cJqEOd5 https://t.co/cU0kvwpYBD,1.19033033573478e+18
10,0.0,0.0,Twitter Web Client,"Madison, Illinois",2019-11-01 19:02:16,"Check out 17-19 Tesla Model 3 18"" Wheel Michelin Tire 18x8.5"" Aero Rim 1044221-00-B OEM #Tesla https://t.co/pWnyJf4QtA via @eBay",1.1903433139808707e+18
11,0.0,0.0,Twitter for iPhone,Earthling,2019-11-01 19:05:01,Go @DragTimes and @elonmusk #Tesla https://t.co/L9dshbR3oz,1.1903440070225142e+18
12,0.0,0.0,Twitter for iPhone,,2019-11-01 17:44:20,"@Santas_Official Babbo Natale chiama #ElonMusk e fatti dare la #tesla per le consegne quest’anno! 
Rigorosamente elettrica e nel rispetto del Pianeta!
#autoaziendali",1.1903237042716467e+18
13,0.0,0.0,Instagram,,2019-11-01 18:56:57,我其實是來追劇的，絕對不是排隊等充電 🔌⚡️😵 #罪夢者 #netflix #tesla @ 超級充電站 Tesla Super Charger 台北內湖營運總部 https://t.co/yeQ9jH7UwX,1.1903419758678876e+18
14,6.0,3.0,Twitter Web App,Everywhere,2019-11-01 17:57:49,"#Tesla Full Self-Driving price increased by $1,000 today! New price $7,000!
#FSD #Autopilot! https://t.co/KdOKU2plLo",1.1903270952113152e+18
15,1.0,0.0,Twitter for iPhone,,2019-11-01 18:54:54,Me han robado el coche ayer noche en Halloween 🎃 #tesla #teslamodel3 #ElonMusk https://t.co/QVpwYMxzY3,1.1903414614239068e+18
16,1.0,0.0,ITI-Manufacturing,Houston and China,2019-11-01 17:59:02,2020 Electric Vehicle Manufacturing: An Update https://t.co/ZY1s5OcCMX #ElectricCar #ElectricVehicles #EV #ITIManufacturing #OutsourceManufacturing #OverseasManufacturing #OverseasManufacturingPartner #Tesla #USManufacturing https://t.co/XipDoHdVge,1.190327403605676e+18
17,1.0,0.0,Twitter for iPhone,,2019-11-01 19:01:35,@DerGraslutscher @BILD Wie du dich solange mit @bild beschäftigen kannst. Dafür meinen allergrössten Respekt! Und mein #tesla #model3 darfst du gerne Probefahren. Jederzeit.,1.1903431448035697e+18
18,0.0,0.0,Twitter Web Client,"Silicon Valley, CA",2019-11-01 19:06:24,"Tesla Installs its 2,000th Supercharger in China as Shanghai Gigafactory Nears Completion - https://t.co/ldM0RBkLbB - #Tesla #Supercharger #Model3 via @FutureCar_Media https://t.co/3IdaNMx6PM",1.190344353442435e+18
19,0.0,0.0,Twitter Web Client,"Madison, Illinois",2019-11-01 19:02:25,"Check out 17-19 Tesla Model 3 18"" Wheel Michelin Tire 18x8.5"" Aero Rim 104422100B OEM #Tesla https://t.co/AnVBmNYDPg via @eBay",1.1903433519225692e+18
20,0.0,0.0,Twitter Web Client,"Madison, Illinois",2019-11-01 19:02:36,Check out 17-19 Tesla Model 3 Rear Under Body Middle Aero Splash Shield Panel 110431300B #Tesla https://t.co/TLxRaf3EoX via @eBay,1.1903433995362468e+18
21,0.0,0.0,Twitter Web Client,Planet Earth,2019-11-01 18:06:18,Will Fiat Trump GM and #Ford by Buying #Tesla Tech? - Market Realist https://t.co/xwrjZAY1Ks,1.1903292292436419e+18
22,1.0,0.0,Instagram,Schweiz,2019-11-01 18:08:43,#autozürich #whitecello #lizschneider #weissescello #tesla #happy @ Auto Zürich https://t.co/QgDK8Qi82U,1.1903298374638633e+18
23,3.0,0.0,CoSchedule,Retrouvez nous là  :,2019-11-01 17:45:56,Une allocution pointant du doigt #Tesla https://t.co/QWqYFXLuaj,1.1903241072394035e+18
24,0.0,0.0,Twitter for Android,Earther ,2019-11-01 18:25:20,#TeamElon #Tesla ⚡🚗⚡ https://t.co/ohasxJuTiv,1.1903340200155791e+18
25,0.0,0.0,Cloohawk,"Denver, CO",2019-11-01 18:59:15,A new patent application by Tesla describes the use of a liquid-based system for cooling and heating its car seats. #tesla https://t.co/37kOeAGBF4 https://t.co/m6P6VcCj2t,1.1903425576765276e+18
26,0.0,0.0,Twitter Web Client,"Madison, Illinois",2019-11-01 19:02:20,"Check out 17-19 Tesla Model 3 18"" Wheel Michelin Tire 18x8.5"" Aero Rim 104422100B #Tesla https://t.co/TfZ9sbI031 via @eBay",1.1903433319282524e+18
27,0.0,0.0,Twitter Web App,San Francisco,2019-11-01 18:39:27,#Tesla #Homelessness? https://t.co/aKeLFdGSag,1.190337571584299e+18
28,4.0,0.0,Twitter for iPhone,"Massachusetts, USA",2019-11-01 18:34:09,"@Tesla latest update 2019.36.1 has smart summon, driving visualization, single pedal driving, scheduled departure, 5% power increase, and auto navigation. @elonmusk #Tesla https://t.co/8XEVzlsX1P",1.1903362392343552e+18
29,1.0,0.0,Twitter for Android,Germany,2019-11-01 18:12:53,"@ATX_fight_club @AngelNDevil2 Actually we have quite a few non-luxury cars and I think without #Tesla they wouldn't exist. Think about Kona, e-Niro, e-Soul, 62 kWh Leaf and now 50 kWh Zoe. But quantities are way too low, prices still a bit high &amp; you still don't have much choice I'm the SUV or Pickup segment.",1.1903308877638902e+18
30,0.0,0.0,Twitter Web Client,"Madison, Illinois",2019-11-01 19:01:48,Check out 17-19 Tesla Model 3 Rear Passenger Right Fender Liner Splash Shield 1081584-00-B #Tesla https://t.co/JcvMJF2Q7S via @eBay,1.1903431962090127e+18
31,6.0,0.0,Twitter for iPhone,Deutschland,2019-11-01 18:57:23,@28delayslater Jealous. But I follow my first #tesla in #Hamburg - woohoo https://t.co/Fm63D3SKfl,1.1903420852930929e+18
32,1.0,0.0,Twitter Web App,"Las Vegas, NV",2019-11-01 18:31:40,Tesla owners breakfast meetup tomorrow @ Cereal Killerz #LasVegas #Tesla https://t.co/agqzmWfeiw,1.1903356138383155e+18
33,14.0,5.0,Twitter for iPhone,,2019-11-01 17:47:09,Hier einige Fakten zum Thema Kobalt. #emobility #tesla #ElectricVehicles @KroegerOve   https://t.co/Gls6oK7WlJ https://t.co/IQsavyiI5A,1.1903244127776686e+18
34,0.0,0.0,Twitter Web Client,Arkansas,2019-11-01 19:04:51,"Check out HOT WHEELS ""08 Tesla Roadster ""* Greetings from Space  VHTF!!!! 2019 #HotWheels #Tesla https://t.co/KdfPuyKaDf via @eBay @Hot_Wheels",1.1903439635526943e+18
35,3.0,0.0,Twitter for iPhone,"Florida, USA",2019-11-01 18:45:00,@TamVandenBerg @elonmusk @Tesla @SpaceX @mayemusk @Twitter @dog_rates @WeLoveDogsUSA @BuzzFeedAnimals @andersoncooper @NASAKennedy Awww thanks😘! I’ve been busy with my #frunkpuppy duties and spreading #Tesla 💜! 🥰,1.1903389711565292e+18
36,9.0,7.0,Twitter for Android,Netherlands,2019-11-01 17:50:49,"OMG die #eMobility Blase platzt!
Focus weiss es ganz genau! 
Gott sei dank gibt es #Tesla! https://t.co/p40sX6YnHL",1.1903253323788657e+18
37,0.0,0.0,Paper.li,United Kingdom,2019-11-01 18:45:07,Fiat Chrysler's CEO says the carmaker could buy technology from Tesla https://t.co/ew43p0P4zT #tesla,1.1903389993045033e+18
38,1.0,0.0,Twitter Web App,World,2019-11-01 18:51:14,"Low Gear editor:
""We're just trying to help Tesla (read as @Porsche ) here, why are you being so mean?
I want my mommy! 
#Tesla
#ModelS
#Taycan
#LowGear https://t.co/TuMPN4Fg9A",1.1903405374983864e+18
39,0.0,0.0,Twitter Web App,"Turin, Piedmont",2019-11-01 18:47:58,"#tesla is only a #Death #car
#ElonMusk https://t.co/SfvvCXwX2d",1.1903397150876836e+18
40,1.0,0.0,Twitter for Android,,2019-11-01 18:40:21,#tesla #TopGear https://t.co/eKYgcQuneo,1.190337801042174e+18
41,0.0,0.0,Twitter for iPad,Munich,2019-11-01 18:39:49,"Typ Next Mobility https://t.co/kHTpoH1qVG #socialtrading

Die #Erholung des #wikifolio setzt sich weiter fort. Breites #Portfolio zur #Mobilität der #Zukunft.

#Tesla #Orocobre #Varta #emobility #Lithium https://t.co/Mxqc3hFqf3",1.1903376639345705e+18
42,1.0,0.0,Twitter Web App,Finland,2019-11-01 18:19:35,"#Tesla, #BillGates, #Einstein, Oppenheimer, #JamesCameron, #ElonMusk and more great minds, they all had one thing in common which we should investigate. They did not eat the concious of another soul #vegan. Is meat pushed on humans to keep them in line and disadvantaged?",1.1903325735846257e+18
43,0.0,0.0,Twitter for Android,Germany,2019-11-01 18:27:49,@gwestr @Negativecarbon I'm talking about #FSD as #Tesla advertises it. I believe in what @elonmusk said there. He did it repeatedly and it sounds plausible the way he talks about it. Don't know if it can be considered as L4 but it'll be def more than L3!!!,1.190334645973463e+18
44,19.0,4.0,Twitter for Android,,2019-11-01 18:13:25,Can't recall a sadder day on @Twitter since coming back last year for @elonmusk and @tesla. 😢 Not even back in May. May was actually pretty joyful. The #tesla community is being attacked and @TwitterSupport chose to side with the bad guy. Hope @jack can make this right.,1.190331021725782e+18
45,4.0,1.0,Twitter Web App,"Berlin, Deutschland",2019-11-01 19:00:32,"Die LATELY NEWS vom 01. November 2019:
Aktuelles aus Berlin, Hamburg, Mallorca &amp; Nashville 

https://t.co/fdZfewCjSm

#lsfs #latelyshow #latelynews #comedy #nachrichten #berlin #politik #satire #Tesla #Oktoberfest #Lungenwürmer #CrystalMeth #Hamburg #Mallorca #Nashville",1.190342877819392e+18
46,3.0,1.0,Twitter Web App,PNW -- Washington State,2019-11-01 18:52:57,"Winter is coming. Is your Tesla ready? Check out our blog for the cold, hard facts about driving your Model 3 through the harsh winter months. #Tesla #TeslaModel3 #TeslaModel3Guide 

https://t.co/gX5g9UOF9q https://t.co/aQ4wZt7F3G",1.1903409696919347e+18
47,0.0,0.0,Twitter for iPhone,Tiel,2019-11-01 18:58:38,Voor die oetlul op de #A2 in de file bij G’malsen gisterenochtend in zn #Tesla : https://t.co/xjdb97sUFe,1.1903424001217372e+18
48,0.0,0.0,Twitter for Android,,2019-11-01 17:53:37,#Tesla Roadster given 80's look #ev #ElectricVehicles #TeslaModel3 #Model3 https://t.co/BGHo0MybKk,1.1903260401087324e+18
49,30.0,7.0,TweetDeck,,2019-11-01 19:00:01,"Vroom, vroom: Your #Tesla can now go a long distance with just 10 minutes of charge.

https://t.co/HzoOAIsIpz",1.190342747737084e+18
,Like count,Retweet count,Source,User location,date,tweet,tweet_id
0,0.0,0.0,Twitter Web App,"Cthaeh, Amedre",2019-11-01 17:28:41,"Migrating to Reddit.  OMG, SO MUCH BETTER than @Twitter.  Moderators, upvotes...it just works.
List your favorite #Tesla $TSLA subreddits folks, see you on the flip side.

Here:

https://t.co/ZZtH2yx6SQ",1.190319763051823e+18
1,0.0,0.0,Twitter Web Client,Brussels,2019-11-01 17:15:00,Electric car that can drive 559 miles on one charge and reach 50mph on power it takes to boil a  - https://t.co/f4q0NJQp7o #electriccar #electriccars #ElectricVehicles #EVs #Tesla #cars #Autos #vw #Daimler #BMW #PSA #Renault #Peugeot #Citroen #Fiat #Volvo #Opel,1.190316321667457e+18
2,5.0,0.0,Twitter Web App,World,2019-11-01 17:13:18,"Is it just me, but it looks much bigger (and better also) than at the reveal?

#Tesla
#ModelY https://t.co/VibEOtg3DM",1.1903158944356516e+18
3,24.0,2.0,Twitter for iPhone,"Colorado, USA",2019-11-01 17:16:33,Dropped my second #model3 off at @DiscountTire this morning for the winters and there were 3 other Teslas there. This #Tesla/Discount relationship is definitely becoming a thing. https://t.co/4BVaTGyIZa,1.1903167099676099e+18
4,0.0,0.0,Twitter Web App,"Katy, Texas",2019-11-01 17:20:19,"#Tesla peeps, help get over 500 followers.
I'm getting close; currently at 495.
#treelon do you have my back? https://t.co/WyijUzeaBd",1.1903176605564027e+18
5,1.0,0.0,Twitter Web App,Brussels,2019-11-01 17:13:45,"This New Technology Can Fully Charge an Electric Car in Just 10 Minutes
https://t.co/QtfEfeqJA5 #charging #chargers #electriccar #electriccars #ElectricVehicles #EVs #Tesla #cars #Autos #vw #Daimler #BMW #PSA #Renault #Peugeot #Citroen #Fiat #Volvo #Opel",1.1903160050017608e+18
6,1.0,0.0,Twitter Web Client,The Bay,2019-11-01 17:33:15,"https://t.co/NM20XyjojC
This is awesome!  3k cars a week and maybe even in Q4? Full steam ahead #tesla ! #teslamodel3 #model3 #teslachina",1.1903209143001907e+18
7,5.0,3.0,Twitter Web Client,"Marseille, France",2019-11-01 17:02:05,#Tesla augmente la vitesse de pointe de la Model S pour battre la #Porsche Taycan 🏷️ #TeslaModelS #ElonMusk #TopGear #Logiciel #Accélération 🌐 via @pressecitron https://t.co/IbTPmhxL5Z,1.190313068095574e+18
8,0.0,0.0,Twitter Web Client,Brussels,2019-11-01 17:32:00,Electric Audi SUV tops Norway's October car sales - https://t.co/zngCvkcFqU #Audi #SUVs #electriccar #electriccars #ElectricVehicles #EVs #Tesla #cars #Autos #vw #Daimler #BMW #PSA #Renault #Peugeot #Citroen #Fiat #Volvo #Opel,1.1903206002098627e+18
